Kod_TERYT;nazwa_samorządu;Województwo;Powiat;typ_JST;nazwa_urzędu_JST;miejscowość;Kod pocztowy;poczta;Ulica;Nr domu;telefon-kierunkowy;telefon;wewnętrzny;fax-kierunkowy;FAX;stanowisko;Imię;Nazwisko;ogólny adres mail'owy gminy/powiatu/województwa;adres www jednostki;Kategoria gminy
0608022;Abramów;lubelskie;lubartowski;GW;Urząd Gminy Abramów;Abramów;21-143;Abramów;ul. 22 Lipca;2;(81);852-50-01;;(81);852-50-16;Wójt;Artur;Chomiuk;abramow_ug@poczta.fm;www.abramow.lubelskie.pl;1
0608052;Kamionka;lubelskie;lubartowski;GW;Urząd Gminy Kamionka;Kamionka;21-132;Kamionka;ul. Lubartowska;1;(81);852-70-39;;(81);852-70-58;Wójt;Karol;Ługowski;sekretariat@ugkamionka.pl;www.kamionka.eurzad.eu;1
0608072;Lubartów;lubelskie;lubartowski;GW;Urząd Gminy Lubartów;Lubartów;21-100;Lubartów;ul. Lubelska;18 A;(81);855-35-86;;(81);854-59-01;Wójt;Krzysztof;Kopyść;ug@gmina-lubartow.pl;www.gmina-lubartow.pl;1
0608122;Serniki;lubelskie;lubartowski;GW;Urząd Gminy Serniki;Serniki;21-107;Serniki;Serniki;1A;(81);855-04-50;;(81);855-04-56;Wójt;Stanisław;Marzęda;ug@serniki.eurzad.eu;www.serniki.eurzad.eu;1
0609022;Borzechów;lubelskie;lubelski;GW;Urząd Gminy Borzechów;Borzechów;24-224;Borzechów;Borzechów;;(81);511-17-02;;(81);511-10-24;Wójt;Zenon;Madzelan;ug@borzechow.eurzad.eu;www.borzechow.eurzad.eu;1
0609033;Bychawa;lubelskie;lubelski;GMW;Urząd Miejski w Bychawie;Bychawa;23-100;Bychawa;ul. Partyzantów;1;(81);566-00-04;;(81);566-00-48;Burmistrz;Janusz;Urban;um@bychawa.pl;www.bychawa.pl;1
0609052;Głusk;lubelskie;lubelski;GW;Urząd Gminy Głusk;Dominów;20-385;Lublin;ul. Głuska;140;(81);751-87-60;;(81);751-86-50;Wójt;Jacek;Anasiewicz;sekretariat@glusk.pl;www.glusk.eurzad.eu;1
0609062;Jabłonna;lubelskie;lubelski;GW;Urząd Gminy Jabłonna;Jabłonna;23-114;Jabłonna Majątek;Jabłonna Majątek;;(81);561-05-70;;(81);561-00-65;Wójt;Magdalena;Sałek;jablonna@jablonna.eurzad.eu;www.jablonna.lubelskie.pl;1
0609072;Jastków;lubelskie;lubelski;GW;Urząd Gminy Jastków;Jastków;21-002;Jastków;ul. Chmielowa;3;(81);502-04-25;;(81);502-01-44;Wójt;Teresa;Kot;poczta@jastkow.pl;www.jastkow.pl;1
0609082;Konopnica;lubelskie;lubelski;GW;Urząd Gminy Konopnica;Konopnica;21-030;Motycz;Kozubszczyzna;127 A;(81);503-10-81;;(81);503-10-82;Wójt;Mirosław;Żydek;sekretariat@konopnica.eurzad.eu;www.konopnica.lubelskie.pl;1
0609112;Niemce;lubelskie;lubelski;GW;Urząd Gminy Niemce;Niemce;21-025;Niemce;ul. Lubelska;121;(81);756-15-21;;(81);756-17-90;Wójt;Krzysztof;Urbaś;info@niemce.pl;www.niemce.pl;1
0609122;Strzyżewice;lubelskie;lubelski;GW;Urząd Gminy Strzyżewice;Strzyżewice;23-107;Strzyżewice;Strzyżewice;109;(81);566-60-25;;(81);566-60-25;Wójt;Jan;Dąbrowski;strzyzewice@lubelskie.pl;www.strzyzewice.lubelskie.pl;1
0609142;Wólka;lubelskie;lubelski;GW;Urząd Gminy Wólka;Jakubowice Murowane;20-258;Lublin 62;Jakubowice Murowane;8;(81);746-06-56;;(81);746-50-01;Wójt;Edwin;Gortat;wolka@bazagmin.pl;www.wolka.pl;1
0610012;Cyców;lubelskie;łęczyński;GW;Urząd Gminy Cyców;Cyców;21-070;Cyców;ul. Chełmska;42;(82);567-70-03;wew. 20 kom. 507016277;(82);567-72-00;Wójt;Wiesław;Pikuła;Gmina_Cycow@ugcycow.pl;www.ugcycow.pl;1
0610042;Milejów;lubelskie;łęczyński;GW;Urząd Gminy Milejów;Milejów;21-020;Milejów;ul. Partyzancka;13a;(81);757-20-26;;(81);757-23-85;Wójt;Tomasz Andrzej;Suryś;sekretariat@milejow.pl;http://milejow.pl/;1
0610062;Spiczyn;lubelskie;łęczyński;GW;Urząd Gminy Spiczyn;Spiczyn;21-077;Spiczyn;Spiczyn;;(81);757-70-48;;(81);757-70-48;Wójt;Dorota;Szczęsna;gmina@spiczyn.pl;www.spiczyn.powiatleczynski.pl;1
0611021;Stoczek Łukowski;lubelskie;łukowski;GM;Urząd Miasta Stoczek Łukowski;Stoczek Łukowski;21-450;Stoczek Łukowski;Plac Tadeusza Kościuszki ;1;(25);797-00-01;;(25);797-00-73;Burmistrz;Ireneusz Bogdan;Szczepanik;miasto@stoczek-lukowski.pl;www.stoczek-lukowski.pl;1
0614022;Baranów;lubelskie;puławski ;GW;Urząd Gminy Baranów;Baranów;24-105;Baranów;ul. Rynek;14;(81);883-40-27;;(81);883-40-41;Wójt;Robert Wojciech;Gagoś;gmina@gminabaranow.pl;www.gminabaranow.pl;1
0614032;Janowiec;lubelskie;puławski ;GW;Urząd Gminy Janowiec;Janowiec;24-123;Janowiec;ul. Radomska;2;(81);881-58-00;;(81);881-58-01;Wójt;Jan;Gędek;gmina@janowiec.pl;www.janowiec.pl;1
0614072;Markuszów;lubelskie;puławski ;GW;Urząd Gminy Markuszów;Markuszów;24-173;Markuszów;ul. Marka Sobieskiego;1;(81);881-80-70;;(81);881-80-64;Wójt;Andrzej;Rozwałka;gmina@markuszow.pl;www.markuszow.pl;1
0614083;Nałęczów;lubelskie ;puławski ;GMW;Urząd Miejski w Nałęczowie;Nałęczów;24-150;Nałęczów;ul. Lipowa;3;(81);501-45-00;;(81);501-45-00;Burmistrz;Andrzej Roman;Ćwiek;um@naleczow.pl;www.naleczow.pl;1
0614092;Puławy;lubelskie;puławski ;GW;Urząd Gminy Puławy;Puławy;24-100;Puławy;ul. Dęblińska;4;(81);889-05-00;;(81);887-41-22;Wójt;Krzysztof;Brzeziński;sekretariat@pulawy.gmina.pl;www.pulawy.gmina.pl;1
0617033;Piaski;lubelskie ;świdnicki;GMW;Urząd Miejski Piaski;Piaski;21-050;Piaski;ul. Lubelska;77;(81);582-10-20;;(81);582-10-20;Burmistrz;Michał;Cholewa;um@piaski.pl;www.piaski.pl;1
1001022;Bełchatów;łódzkie;bełchatowski;GW;Urząd Gminy Bełchatów;Bełchatów;97-400;Bełchatów;ul. Kościuszki;13;(44);632-52-11;;(44);632-68-54;Wójt;Kamil;Ładziak;sekretariat@ugbelchatow.pl;http://www.belchatow.samorzad.pl/;1
1001032;Drużbice;łódzkie;bełchatowski;GW;Urząd Gminy Drużbice;Drużbice;97-403;Drużbice;Drużbice;77A;(44);631-10-78;28;(44);631-12-59;Wójt;Bożena;Zielińska;sekretariat@druzbice.pl;www.druzbice.pl;1
1001052;Kluki;łódzkie;bełchatowski;GW;Urząd Gminy Kluki;Kluki;97-415;Kluki;Kluki;88;(44);631-50-02;;(44);631-50-25;Wójt;Karol;Sikora;sekretariat@kluki.pl;www.kluki.pl;1
1001062;Rusiec;łódzkie;bełchatowski;GW;Urząd Gminy Rusiec;Rusiec;97-438;Rusiec;ul. Wieluńska;35;(43);676-60-11;;(43);676-62-90;Wójt;Dariusz Paweł;Woźniak;gmina@rusiec.pl;www.rusiec.pl;1
1002022;Bedlno;łódzkie;kutnowski;GW;Urząd Gminy Bedlno;Bedlno;99-311;Bedlno;Bedlno;;(24);282-14-20;;;282-17-50;Wójt;Krzysztof ;Kołach ;ug@bedlno.pl ;www.bedlno.pl;1
1002062;Kutno;łódzkie;kutnowski;GW;Urząd Gminy Kutno;Kutno;99-300;Kutno;ul. Wincentego Witosa ;1;(24);355-70-20;;(24);355-70-21;Wójt;Jerzy;Bryła;sekretariat@gminakutno.pl;www.gminakutno.pl;1
1002092;Oporów;łódzkie;kutnowski;GW;Urząd Gminy Oporów;Oporów;99-322;Oporów;Oporów;25;(24);383-11-50;;(24);383-11-51;Wójt;Robert Zbigniew;Pawlikowski;gmina@oporow.pl;www.oporow.pl;1
1002113;Żychlin;łódzkie;kutnowski;GMW;Urząd Gminy w Żychlinie;Żychlin;99-320;Żychlin;ul. Barlickiego;15;(24);285-10-06;;(24);285-26-83;Burmistrz;Grzegorz;Ambroziak;sekretariat@gminazychlin.pl;www.gminazychlin.pl;1
1003012;Buczek;łódzkie;łaski;GW;Urząd Gminy Buczek;Buczek;98-113;Buczek;ul. Główna;20;(43);677-40-82;;(43);677-47-86;Wójt;Bronisław;Węglewski;sekretariat@buczek.org.pl;www.buczek.org.pl;1
1003032;Sędziejowice;łódzkie;łaski;GW;Urząd Gminy Sędziejowice;Sędziejowice;98-160;Sędziejowice;ul. Wieluńska;6;(43);677-11-56;;(43);677-10-06;Wójt;Jerzy;Kotarski;sedziejowice@zgwrp.org.pl;http://www.gminasedziejowice.eu/;1
1003052;Wodzierady;łódzkie;łaski;GW;Urząd Gminy Wodzierady;Wodzierady;98-105;Wodzierady;Wodzierady;24;(43);677-33-22;;(43);677-33-15;Wójt;Renata ;Szafrańska;urzad@wodzierady.pl;www.wodzierady.pl;1
1004032;Góra Świętej Małgorzaty;łódzkie;łęczycki;GW;Urząd Gminy Góra Świętej Małgorzaty;Góra Świętej Małgorzaty;99-122;Góra Świętej Małgorzaty;Góra Świętej Małgorzaty;44;(24);389-24-00;;(24);389-24-01;Wójt;Włodzimierz;Frankowski;sekretariat@goraswmalgorzaty.pl;www.goraswmalgorzaty.pl;1
1004052;Łęczyca;łódzkie;łęczycki;GW;Urząd Gminy Łęczyca;Łęczyca;99-100;Łęczyca;ul. Marii Konopnickiej;14;(24);388-21-17;;(24);388-37-65;Wójt;Jacek;Rogoziński;sekretariat@gminaleczyca.pl;www.ugleczyca.bip.cc;1
1005042;Domaniewice;łódzkie;łowicki;GW;Urząd Gminy Domaniewice;Domaniewice;99-434;Domaniewice;ul. Główna;2;(46);838-35-22;;(46);838-33-77;Wójt;Paweł;Kwiatkowski;ugdomaniewice@wp.pl;www.domaniewice.pl;1
1005072;Łowicz;łódzkie;łowicki;GW;Urząd Gminy Łowicz;Łowicz;99-400;Łowicz;ul. Długa;12;(46);830-26-32;;(46);830-26-31;Wójt;Andrzej;Barylski;sekretariat@ug.lowicz.pl;http://www.lowicz.bipst.pl/;1
1005082;Łyszkowice;łódzkie;łowicki;GW;Urząd Gminy Łyszkowice;Łyszkowice;99-420;Łyszkowice;ul. Gminna;11;(46);838-87-78;;(46);838-89-67;Wójt;Adam;Ruta;sekretariat@lyszkowice.pl;http://lyszkowice.bipst.pl/;1
1006073;Koluszki;łódzkie;łódzki wschodni;GMW;Urząd Miejski w Koluszkach;Koluszki;95-040;Koluszki;ul. 11 Listopada ;65;(44);725-67-00;;(44);714-58-40;Burmistrz;Waldemar;Chałat;um@koluszki.pl;www.koluszki.pl;1
1006113;Tuszyn;łódzkie;łódzki wschodni;GMW;Urząd Miasta w Tuszynie;Tuszyn;95-080;Tuszyn;ul. Piotrkowska;2/4;(42);614-30-69;;(42);614-30-69;Burmistrz;Witold;Małecki;tuszyn@tuszyn.info.pl;www.tuszyn.info.pl;1
1007023;Drzewica;łódzkie;opoczyński;GMW;Urząd Gminy i Miasta w Drzewicy;Drzewica;26-340;Drzewica;ul. Staszica;22;(48);375-60-91;;(48);375-66-41;Burmistrz;Janusz;Reszelewski;ugm@drzewica.pl;www.drzewica.pl;1
1007082;Żarnów;łódzkie;opoczyński;GW;Urząd Gminy Żarnów;Żarnów;26-330;Żarnów;ul. Opoczyńska;5;(44);757-70-55;;(44);757-70-57;Wójt;Krzysztof Błażej;Nawrocki;sekretariat@zarnow.eu;www.zarnow.com.pl;1
1008032;Dłutów;łódzkie;pabianicki;GW;Urząd Gminy Dłutów;Dłutów;95-081;Dłutów;ul. Pabianicka;25;(44);634-02-18;;(44);634-01-50;Wójt;Grażyna;Maślanka-Olczyk;dlutow@dlutow.pl;www.bip-dlutow.pl;1
1009043;Pajęczno;łódzkie;pajęczański;GMW;Urząd Gminy i Miasta Pajęczno;Pajęczno;98-330;Pajęczno;ul. Parkowa;8/12;(34);311-21-23;;(34);311-21-35;Burmistrz;Dariusz;Tokarski;ugim@pajeczno.pl;www.pajeczno.pl;1
1010022;Czarnocin;łódzkie;piotrkowski;GW;Urząd Gminy Czarnocin;Czarnocin;97-318;Czarnocin;ul. Główna;142;(44);616-51-69;;(44);616-51-69;Wójt;Roman;Miksa;urzadgminy@czarnocin.pl;www.czarnocin.pl;1
1010032;Gorzkowice;łódzkie;piotrkowski;GW;Urząd Gminy Gorzkowice;Gorzkowice;97-350;Gorzkowice;ul. Szkolna;3;(44);681-80-06;;(44);681-80-69;Wójt;Alojzy;Włodarczyk;gmina@gorzkowice.pl;www.gorzkowice.pl;1
1010042;Grabica;łódzkie;piotrkowski;GW;Urząd Gminy Grabica;Grabica;97-306;Grabica;Grabica;66;(44);616-11-88;;(44);616-11-88;Wójt;Krzysztof Grzegorz;Kuliński;urzadgminy@grabica.pl;www.gminagrabica.pl;1
1010062;Moszczenica;łódzkie;piotrkowski;GW;Urząd Gminy Moszczenica;Moszczenica;97-310;Moszczenica;ul. Kosowska;1;(44);616-96-25;;(44);616-96-87;Wójt;Marceli;Piekarek;ug@moszczenica.pl;www.moszczenica.pl;1
1010082;Rozprza;łódzkie;piotrkowski;GW;Urząd Gminy Rozprza;Rozprza;97-340;Rozprza;Al. 900-Lecia;3;(44);615-80-54;11;(44);615-80-06 wew. 30;Wójt;Janusz;Jędrzejczyk;ug@rozprza.pl;www.rozprza.pl;1
1010093;Sulejów;łódzkie;piotrkowski;GMW;Urząd Miejski w Sulejowie;Sulejów;97-330;Sulejów;ul. Konecka;42;(44);610-25-01;;(44);616-25-51;Burmistrz;Wojciech;Ostrowski;um@sulejow.pl;www.sulejow.pl;1
1010102;Wola Krzysztoporska;łódzkie;piotrkowski;GW;Urząd Gminy Wola Krzysztoporska;Wola Krzysztoporska;97-371;Wola Krzysztoporska;ul. Kościuszki;5;(44);616-39-61;;(44);616-39-60;Wójt;Roman;Drozdek;sekretariat@wola-krzysztoporska.pl;www.wola-krzysztoporska.pl;1
1010113;Wolbórz;łódzkie;piotrkowski;GMW;Urząd Miejski w Wolborzu;Wolbórz;97-320;Wolbórz;Pl. Jagiełły;28;(44);616-42-41;;(44);6164241 wew. 40;Burmistrz;Andrzej;Jaros;poczta@wolborz.ugm.pl;www.wolborz.ugm.pl;1
1011033;Poddębice;łódzkie;poddębicki;GMW;Urząd Miejski w Poddębicach;Poddębice;99-200;Poddębice;ul. Łódzka;17/21;(43);678-25-80;;(43);678-39-95;Burmistrz;Piotr;Sęczkowski;gmina@gmina.poddebice.pl;www.gmina.poddebice.pl;1
1012032;Gidle;łódzkie;radomszczański;GW;Urząd Gminy Gidle;Gidle;97-540;Gidle;ul. Pławińska;22;(34);327-20-27;;(34);327-21-11;Wójt;Janusz;Pachulski;ug@gidle.pl;www.gidle.pl;1
1012042;Gomunice;łódzkie;radomszczański;GW;Urząd Gminy Gomunice;Gomunice;97-545;Gomunice;ul. Armii Krajowej;30;(44);684-24-85;;(44);684-24-68;Wójt;Paweł;Olejniczak;ug@gomunice.pl;www.gomunice.pl;1
1012053;Kamieńsk;łódzkie; radomszczański;GMW;Urząd Miejski w Kamieńsku;Kamieńsk;97-360;Kamieńsk;ul. Wieluńska;50;(44);681-71-23;kom. 503104526;(44);681-71-53;Burmistrz;Bogdan;Pawłowski;kamiensk@kamiensk.com.pl;www.kamiensk.com.pl;1
1012102;Masłowice;łódzkie;radomszczański;GW;Urząd Gminy Masłowice;Masłowice;97-515;Masłowice;Masłowice;4;(44);787-46-16;;(44);787-46-15;Wójt;Bogusław;Gontkowski;maslowice@zgwrp.org.pl;www.maslowice.gmina.org.pl;1
1012122;Radomsko;łódzkie;radomszczański;GW;Urząd Gminy Radomsko;Radomsko;97-500;Radomsko;ul. Piłsudskiego;34;(44);683-27-07;;(44);685-13-60;Wójt;Marian;Zaborowski;sekretariat@gmina-radomsko.pl;http://bip.gmina-radomsko.pl/;1
1013042;Rawa Mazowiecka;łódzkie;rawski;GW;Urząd Gminy Rawa Mazowiecka;Rawa Mazowiecka;96-200;Rawa Mazowiecka;Al. Konstytucji 3 Maja;32;(46);814-42-41;;(46);814-42-41 wew. 210;Wójt;Krzysztof;Starczewski;wojt@rawam.ug.gov.pl;http://www.rawam.ug.gov.pl/;1
1014082;Sieradz;łódzkie;sieradzki;GW;Urząd Gminy Sieradz;Sieradz;98-200;Sieradz;ul. Warcka;8;(43);827-55-50;;(43);822-32-01;Wójt;Jarosław Jan;Kaźmierczak;sekretariat@ugsieradz.com.pl;www.ugsieradz.com.pl;1
1016022;Będków;łódzkie;tomaszowski;GW;Urząd Gminy Będków;Będków;97-319;Będków;ul. Parkowa;3;(44);725-70-10;;(44);725-70-12;Wójt;Lesław;Kołodziejczyk;ugbedkow@wp.pl;http://bip.ugbedkow.madkom.pl/;1
1016062;Lubochnia;łódzkie;tomaszowski;GW;Urząd Gminy Lubochnia;Lubochnia;97-217;Lubochnia;ul. Tomaszowska;9;(44);710-35-10;;(44);710-30-93;Wójt;Tadeusz;Jóźwik;gmina@lubochnia.pl;www.lubochnia.pl;1
1016072;Rokiciny;łódzkie;tomaszowski;GW;Urząd Gminy Rokiciny;Rokiciny;97-221;Rokiciny;ul. Tomaszowska;9;(44);719-50-10;20;(44);719-50-12;Wójt;Jerzy;Rebzda;ug@rokiciny.net;www.rokiciny.net;1
1016092;Tomaszów Mazowiecki;łódzkie;tomaszowski;GW;Urząd Gminy Tomaszów Mazowiecki;Tomaszów Mazowiecki;97-200;Tomaszów Mazowiecki;ul. Prezydenta Ignacego Mościckiego;4;(44);724-55-73;;(44);723-50-33;Wójt;Franciszek;Szmigiel;sekretariat@gmina.tomaszow.pl;http://www.tomaszow-mazowiecki.e-tomaszowski.pl/;1
1016102;Ujazd;łódzkie;tomaszowski;GW;Urząd Gminy Ujazd;Ujazd;97-225;Ujazd;Plac Kościuszki;6;(44);719-23-79;;(44);7192129 wew. 47;Wójt;Artur Marek;Pawlak;ugujazd@ujazd.com.pl;www.ujazd.com.pl;1
1017042;Mokrsko;łódzkie;wieluński;GW;Urząd Gminy Mokrsko;Mokrsko;98-345;Mokrsko;Mokrsko;231;(43);886-32-77;;(43);886-32-77;Wójt;Tomasz Bernard;Kącki;urzad@mokrsko.pl;www.mokrsko.pl;1
1017072;Pątnów;łódzkie;wieluński;GW;Urząd Gminy Pątnów;Pątnów;98-335;Pątnów;Pątnów;48;(43);886-52-20;;(43);886-52-50;Wójt;Jacek;Olczyk;gmina@patnow.pl;www.patnow.pl;1
1017082;Skomlin;łódzkie;wieluński;GW;Urząd Gminy Skomlin;Skomlin;98-346;Skomlin;ul. Trojanowskiego;1;(43);886-44-77;;(43);886-44-77;Wójt;Grzegorz;Maras;skomlin_gmina@wp.pl;www.skomlin.pl;1
1017102;Wierzchlas;łódzkie;wieluński;GW;Urząd Gminy Wierzchlas;Wierzchlas;98-324;Wierzchlas;ul. Szkolna;7;(43);886-61-13;38;(43);886-61-13;Wójt;Krzysztof;Bednarek;sekretariat@wierzchlas.pl;www.wierzchlas.pl;1
1018012;Bolesławiec;łódzkie;wieruszowski;GW;Urząd Gminy Bolesławiec;Bolesławiec;98-430;Bolesławiec;ul. Rynek ;1;(62);783-67-33;33;(62);783-60-24;Wójt;Leszek;Dominas;urzad@boleslawiec.net.pl;www.boleslawiec.net.pl;1
1018022;Czastary;łódzkie;wieruszowski;GW;Urząd Gminy Czastary;Czastary;98-410;Czastary;ul. Wolności ;29;(62);784-31-12;;(62);784-31-91;Wójt;Dariusz;Rejman;ug@czastary.pl;www.czastary.pl;1
1018042;Lututów;łódzkie;wieruszowski;GW;Urząd Gminy Lututów;Lututów;98-360;Lututów;ul. Klonowska;8;(43);871-42-27;;(43);871-40-52;Wójt;Marek;Pikuła;lututow@gminy.pl;www.gminalututow.ntx.pl;1
1018052;Łubnice;łódzkie;wieruszowski;GW;Urząd Gminy Łubnice;Łubnice;98-432;Łubnice;ul. Gen. Władysława Sikorskiego;102;(62);784-70-27;;(62);784-70-15;Wójt;Henryk;Ciosek;uglubnice@uglubnice.com.pl;www.uglubnice.com.pl;1
1018062;Sokolniki;łódzkie;wieruszowski;GW;Urząd Gminy Sokolniki;Sokolniki;98-420;Sokolniki;ul. Marszałka Józefa Piłsudskiego;1;(62);784-51-21;;(62);784-51-94;Wójt;Sylwester;Skrzypek;ug@sokolniki.pl;www.sokolniki.pl;1
1018073;Wieruszów;łódzkie;wieruszowski;GMW;Urząd Miejski w Wieruszowie;Wieruszów;98-400;Wieruszów;ul. Rynek;1/7;(62);783-26-10;;(62);783-26-11;Burmistrz;Rafał;Przybył;um@wieruszow.pl;http://www.wieruszow.pl/;1
1019032;Zapolice;łódzkie;zduńskowolski;GW;Urząd Gminy Zapolice;Zapolice;98-161;Zapolice;Plac Strażacki;5;(43);823-19-82;;(43);823-19-82;Wójt;Witold;Oleszczyk;urzad@zapolice.pl;www.zapolice.pl;1
1019042;Zduńska Wola;łódzkie;zduńskowolski;GW;Urząd Gminy Zduńska Wola;Zduńska Wola;98-220;Zduńska Wola;ul. Zielona;30;(43);823-57-45;;(43);825-33-76;Wójt;Henryk;Staniucha;sekretariat@ugzw.com.pl;www.ugzw.com.pl;1
1020011;Głowno;łódzkie;zgierski;GM;Urząd Miasta w Głownie;Głowno;95-015;Głowno;ul. Młynarska;15;(42);719-11-51;;(42);719-11-51;Burmistrz;Grzegorz;Janeczek;sekretariat_um@glowno.pl;www.glowno.pl;1
1020043;Aleksandrów Łódzki;łódzkie;zgierski;GMW;Urząd Miejski w Aleksandrowie Łódzkim;Aleksandrów Łódzki;95-070;Aleksandrów Łódzki;Plac Kościuszki;2;(42);270-03-80;;(42);270-03-13;Burmistrz;Jacek Zbigniew;Lipiński;gmina@aleksandrow-lodzki.pl;www.aleksandrow-lodzki.pl;1
1020052;Głowno;łódzkie;zgierski;GW;Urząd Gminy Głowno;Głowno;95-015;Głowno;ul. Jana Kilińskiego;2;(42);719-12-91;;(42);719-20-08;Wójt;Marek;Jóźwiak;sekretariat@gmina-glowno.pl;www.gmina-glowno.pl;1
1020072;Parzęczew;łódzkie;zgierski;GW;Urząd Gminy Parzęczew;Parzęczew;95-045;Parzęczew;ul. Południowa;1;(42);728-60-95;;(42);718-60-66;Wójt;Ryszard;Nowakowski;sekretariat@parzeczew.pl;www.parzeczew.pl;1
1020092;Zgierz;łódzkie;zgierski;GW;Urząd Gminy Zgierz;Zgierz;95-100;Zgierz;ul. Łęczycka;4;(42);716-25-15;;(42);716-45-54;Wójt;Barbara;Kaczmarek;ug@gmina.zgierz.pl;www.gmina.zgierz.pl;1
1021011;Brzeziny;łódzkie;brzeziński;GM;Urząd Miasta w Brzezinach;Brzeziny;95-060;Brzeziny;ul. Sienkiewicza;16;(46);874-22-24;;(46);874-27-93;Burmistrz;Marcin;Pluta;brzeziny@brzeziny.pl;www.brzeziny.pl;1
1021022;Brzeziny;łódzkie;brzeziński;GW;Urząd Gminy Brzeziny;Brzeziny;95-060;Brzeziny;ul. Sienkiewicza;16A;(46);874-36-99;;(46);874-36-99;Wójt;Barbara;Hojnacka;gminabrzeziny@post.pl;www.gminabrzeziny.pl;1
1021032;Dmosin;łódzkie;brzeziński;GW;Urząd Gminy Dmosin;Dmosin;95-061;Dmosin;Dmosin;9;(46);874-62-94;;(46);874-62-94;Wójt;Danuta;Supera;sekretariat@dmosin.pl;http://dmosin.pl;1
1021052;Rogów;łódzkie;brzeziński;GW;Urząd Gminy Rogów;Rogów;95-063;Rogów;ul. Żeromskiego;23;(46);874-80-70;;(46);874-80-86;Wójt;Daniel;Kołada;sekretariat@rogow.eu;www.rogow.eu;1
1203013;Alwernia;małopolskie;chrzanowski;GMW;Urząd Miejski w Alwerni;Alwernia;32-566;Alwernia;ul. Zbigniewa Gęsikowskiego;7;(12);283-12-40;;(12);283-17-92;Burmistrz;Tomasz;Siemek;urzad@alwernia.pl;www.alwernia.pl;1
1203022;Babice;małopolskie;chrzanowski;GW;Urząd Gminy Babice;Babice;32-551;Babice;ul. Krakowska;56;(32);613-40-13;;(32);613-40-02;Wójt;Radosław;Warzecha;poczta@babice.pl;www.babice.pl;1
1201022;Bochnia;małopolskie;bocheński;GW;Urząd Gminy Bochnia;Bochnia;32-700;Bochnia;ul. Kazimierza Wielkiego;26;(14);612-33-33;;(14);611-99-22;Wójt;Marek;Bzdek;ugbochnia@poczta.fm;www.bochnia-gmina.pl;1
1218022;Brzeźnica;małopolskie;wadowicki;GW;Urząd Gminy Brzeźnica;Brzeźnica;34-114;Brzeźnica;ul. Krakowska;109;(33);879-20-29;;(33);879-20-92;Wójt;Bogusław Stanisław;Antos;gmina@brzeznica.pl;www.brzeznica.pl;1
1206012;Czernichów;małopolskie;krakowski;GW;Urząd Gminy Czernichów;Czernichów;32-070;Czernichów;;2;(12);270-21-04;;(12);270-23-24;Wójt;Szymon;Łytek;urzad@czernichow.pl;www.czernichow.pl;1
1209013;Dobczyce;małopolskie;myślenicki;GMW;Urząd Gminy i Miasta Dobczyce;Dobczyce;32-410;Dobczyce;ul. Rynek;26;(12);372-17-00;;(12);271-29-93;Burmistrz;Marcin ;Pawlak;ugim@dobczyce.pl;www.dobczyce.pl;1
1201032;Drwinia;małopolskie;bocheński;GW;Urząd Gminy Drwinia;Drwinia;32-709;Drwinia;;57;(12);281-71-53;;(12);281-73-73;Wójt;Jan;Pająk;wojt@drwinia.pl;http://www.drwinia.pl;1
1219022;Gdów;małopolskie;wielicki;GW;Urząd Gminy Gdów;Gdów;32-420;Gdów;Rynek;40;(12);284-98-11;;(12);251-40-05;Wójt;Zbigniew;Wojas;urzad@gdow.pl;www.gdow.pl;1
1206032;Iwanowice;małopolskie;krakowski;GW;Urząd Gminy Iwanowice;Iwanowice Włościańskie;32-095;Iwanowice;;99;(12);388-40-03;20;(12);388-40-30;Wójt;Robert;Lisowski;sekretariat@iwanowice.pl;www.iwanowice.malopolska.pl;1
1206042;Jerzmanowice-Przeginia;małopolskie;krakowski;GW;Urząd Gminy Jerzmanowice-Przeginia;Jerzmanowice;32-048;Jerzmanowice;;372B;(12);389-52-47;;(12);389-55-21;Wójt;Adam Henryk;Piaśnik;gmina@jerzmanowice-przeginia.pl;www.jerzmanowice-przeginia.pl;1
1218033;Kalwaria Zebrzydowska;małopolskie;wadowicki;GMW;Urząd Miasta Kalwarii Zebrzydowskiej;Kalwaria Zebrzydowska;34-130;Kalwaria Zebrzydowska;ul. Mickiewicza;7;(33);876-62-18;;(33);876-63-01;Burmistrz;Augustyn;Ormanty;sekretariat@kalwaria-zebrzydowska.pl;www.kalwaria-zebrzydowska.pl;1
1219032;Kłaj;małopolskie;wielicki;GW;Urząd Gminy Kłaj;Kłaj;32-015;Kłaj;;655;(12);284-11-00;;(12);284-11-33;Wójt;Zbigniew;Strączek;ugk@klaj.pl;www.klaj.pl;1
1211062;Krościenko nad Dunajcem;małopolskie;nowotarski;GW;Urząd Gminy Krościenko nad Dunajcem;Krościenko nad Dunajcem;34-450;Krościenko nad Dunajcem;Rynek;35;(18);262-30-77;;(18);262-34-55;Wójt;Jan;Dyda;gmina@kroscienko-nad-dunajcem.pl;http://www.kroscienko-nad-dunajcem.pl;1
1206063;Krzeszowice;małopolskie;krakowski;GMW;Urząd Miejski w Krzeszowicach;Krzeszowice;32-065;Krzeszowice;ul. Grunwaldzka;4;(12);252-08-00;;(12);252-08-02;Burmistrz;Wacław;Gregorczyk;sekretariat@um.krzeszowice.pl;www.um.krzeszowice.pl;1
